epoch,loss,psnr,val_loss,val_psnr
0,2246.2931327924534,16.57435369743872,930.5287265625,20.217518676757813
1,686.8389954175993,21.559192896790336,526.97090234375,23.31304362487793
2,433.6342482793899,23.66431500459574,376.381517578125,24.83661865234375
3,319.7602492995368,24.976108611424383,290.25267138671876,26.03413348388672
4,254.19732743957644,25.970521207403426,235.6567170410156,26.938802612304688
5,213.11224317765016,26.717712697661444,199.99859521484376,27.682272018432617
6,187.1593238013207,27.26198066871984,177.68635583496095,28.07102072143555
7,171.02137140399321,27.622904332615423,162.4303643798828,28.4880645904541
8,160.65022040545932,27.87314917207803,152.57037194824218,28.799103515625
9,153.73195219026638,28.04866450799509,146.0399891357422,28.860481338500975
10,148.96432875721902,28.172899755282216,140.94926599121095,29.069524780273436
11,145.37155692970126,28.2725066451216,137.52459069824218,29.219058059692383
12,142.6440466667467,28.351660536293217,134.3544364013672,29.25839028930664
13,140.45670924748396,28.41519073120292,131.9595782470703,29.31482955932617
14,138.67266004548492,28.467623672048294,129.90900122070312,29.40057540893555
15,137.15941177321423,28.51423694203737,128.17896484375,29.466261505126955
16,135.84603590949527,28.556369473277165,127.01721704101563,29.40220587158203
17,134.74219372443503,28.59094049724089,125.4309149169922,29.57235546875
18,133.80801152160527,28.621177228086957,124.30104248046875,29.598612869262695
19,132.99307854238072,28.64791741852791,123.37726171875,29.626277130126955
20,132.27574893732736,28.67143469148563,122.50628625488281,29.662382400512694
21,131.62780172661627,28.693844177692863,121.87837158203125,29.626824066162108
22,131.06032756048612,28.71273656522535,121.18863610839844,29.724717697143554
23,130.55379148304885,28.730137472747973,120.51120947265625,29.716560516357422
24,130.10603188836697,28.745813163286577,119.9391162109375,29.744527145385742
25,129.71481784034916,28.75828365510008,119.44321862792968,29.759570205688476
26,129.36041730331456,28.769902429589415,119.03557116699218,29.776353698730468
27,129.0416601092784,28.780911075446202,118.63877600097656,29.788341888427734
28,128.75385477791662,28.791467203693486,118.61485681152344,29.707032775878908
29,128.50262910613972,28.79779103329914,118.08272265625,29.830475799560546
30,128.24321062982085,28.8086573014269,117.7260595703125,29.799208251953125
31,128.0167181328619,28.815981833705347,117.61260046386718,29.758389923095702
32,127.80914568389834,28.823086836507155,117.17026257324218,29.85731170654297
33,127.59788016697793,28.83056161742926,117.01929541015625,29.870511535644532
34,127.41734721642878,28.836728712252558,116.67946484375,29.849362243652344
35,127.23594430305131,28.843611223295415,116.4533624267578,29.878390106201174
36,127.08779652761655,28.847998701445302,116.279591796875,29.889528396606444
37,126.93050721086531,28.85407023337489,116.04036120605468,29.886518981933595
38,126.7933817036886,28.85822084624694,115.8527958984375,29.882713623046875
39,126.65913111335429,28.863251435205143,115.72654675292969,29.90350373840332
40,126.52876663253535,28.868261368162674,115.72788842773437,29.9133055267334
41,126.41254010056143,28.87235588971824,115.4661651611328,29.91954806518555
42,126.30660913982392,28.87507883965668,115.65359265136719,29.80719161987305
43,126.19420125077855,28.879751681124354,115.164890625,29.91703665161133
44,126.09189952293852,28.88322457448866,115.0442587890625,29.93341651916504
45,125.99175845711206,28.886001298349523,114.98435400390625,29.939982498168945
46,125.91483404221235,28.888459485579812,115.03906164550781,29.851873153686522
47,125.82877947075126,28.890867827629783,114.70167370605469,29.930991973876953
48,125.73892047228162,28.894141026971997,114.67392687988281,29.90176969909668
49,125.65494467500106,28.89761577988172,114.7615888671875,29.943582885742188
50,125.57425714130025,28.90055751811919,114.57012145996094,29.957124206542968
51,125.50639877686586,28.902617796018347,114.33650207519531,29.961505981445313
52,125.43494716276582,28.904414299749675,114.23962548828125,29.962972106933595
53,125.35955042493235,28.907707521813663,114.87873937988282,29.77360482788086
54,125.29044795033471,28.910180196228282,114.1258663330078,29.934879196166992
55,125.23209162362033,28.91208030623895,113.99727673339844,29.94413607788086
56,125.16661055630478,28.913420723356904,113.89952221679688,29.964221115112306
57,125.11235967365148,28.91607379833658,113.83791259765626,29.960522827148438
58,125.0506653695221,28.917664391881512,113.95976220703125,29.97487237548828
59,124.99755697177902,28.9202344941226,113.68396716308594,29.982747467041015
60,124.9332647861205,28.922336516376706,113.6176591796875,29.98936053466797
61,124.88857078741941,28.923252925651997,113.5493946533203,29.973982025146483
62,124.83168725071666,28.925541131902474,113.4738172607422,29.991441131591795
63,124.78298412553212,28.927567786835027,113.47269506835937,29.997877410888673
64,124.74509381278581,28.928152959453094,113.76675256347656,29.967856567382814
65,124.68879775797623,28.930519142094727,113.40509777832031,30.000205017089844
66,124.63448617736911,28.933291883795285,113.2474892578125,30.0029034576416
67,124.59370777943388,28.933832394923574,113.23599438476562,30.006469772338868
68,124.55183961459075,28.93488979608967,113.13478955078125,30.001303009033204
69,124.51345240311487,28.93620668332266,113.24357800292968,29.939722244262697
70,124.4735486721487,28.937439334370257,113.03350085449219,29.993152954101564
71,124.42825358053491,28.94026363344121,112.9772178955078,30.001521728515623
72,124.38865779748171,28.940898248326707,112.95095080566406,29.99225843811035
73,124.36140452965151,28.941134228713757,112.86953283691406,29.998391479492188
74,124.32364058776265,28.942852471814444,113.06961608886719,30.00544125366211
75,124.28856197384039,28.943786113772553,112.76947521972656,30.016934967041017
76,124.25389492412633,28.945703052035586,112.73860046386719,30.01833169555664
77,124.21373571861842,28.946717393954568,112.71049230957031,30.02235874938965
78,124.18074784227842,28.94804345644729,112.65221655273437,30.02309826660156
79,124.15708917299945,28.948251353274973,112.58507971191406,30.022401901245118
80,124.11740680085582,28.950435202507858,112.565490234375,30.0253095703125
81,124.09387304003504,28.950594362734744,112.54507373046874,30.006978393554686
82,124.06256226688599,28.952038761121766,112.5188994140625,30.009992706298828
83,124.03144355631578,28.95324594731613,112.44086340332031,30.020132369995117
84,124.01114379194446,28.95373021370235,112.40520764160156,30.029267150878905
85,123.98123137501415,28.954974736035638,112.37731921386718,30.034754898071288
86,123.95003524393599,28.95668104509942,112.34524267578125,30.030742889404298
87,123.92982190506183,28.956787564112652,112.33536352539062,30.030993865966796
88,123.90012699219314,28.958407907576635,112.372283203125,30.03644158935547
89,123.87407007462873,28.95829857720269,112.23440002441406,30.034682281494142
90,123.85482321283662,28.959024817969087,112.269958984375,30.03982518005371
91,123.8218058338644,28.960712159700048,112.253330078125,30.04067059326172
92,123.80149273588401,28.96073172851883,112.16193176269532,30.023162734985352
93,123.77371418991602,28.962176353705594,112.12236450195313,30.04344061279297
94,123.76068112639342,28.961562933859025,112.21935668945312,30.04276873779297
95,123.73602947807684,28.963859080680255,112.07476330566406,30.040945739746093
96,123.71103144168151,28.96415523508262,112.03860473632812,30.044829193115234
97,123.693624609139,28.964618864285946,112.05852392578124,30.047952239990234
98,123.6678067781089,28.965907526067454,111.99536083984376,30.04443649291992
99,123.6493219862065,28.965802863412748,111.97333361816406,30.048090209960936
100,123.63087699086739,28.96682011738272,112.03053149414062,30.01008432006836
101,123.61510758415709,28.967539172565786,111.90899487304688,30.045517623901368
102,123.58834922879457,28.968578992692553,111.94533544921875,30.052030685424803
103,123.57147692704527,28.969027904800807,111.86177587890624,30.044702209472657
104,123.55424474987906,28.96934757322961,111.8343399658203,30.045964813232423
105,123.52890840445336,28.970879814820837,111.816859375,30.046451049804688
106,123.51211297726884,28.971099167425546,111.79149182128906,30.043390197753908
107,123.49288267542403,28.970914317822025,111.90297729492187,30.051417114257813
108,123.48109867812084,28.971902027957956,111.7665526123047,30.05624298095703
109,123.4649062757063,28.972065894298414,111.8060166015625,30.019532791137696
110,123.44755421685647,28.972815892128907,111.88201062011719,29.991055557250977
111,123.43007987735996,28.973494984347955,111.69986145019531,30.04733427429199
112,123.40561906998428,28.97467634792368,111.66404931640625,30.05797294616699
113,123.39696105478696,28.97500439299487,111.64964965820313,30.056469329833984
114,123.37677773269525,28.975247559572274,111.68389514160157,30.062846466064453
115,123.35802950284103,28.975832548565258,111.64871081542968,30.03010496520996
116,123.34576090771596,28.97612240439967,111.724998046875,30.01349868774414
117,123.33311055574146,28.97596869093282,111.61408923339843,30.063952911376955
118,123.32038115241028,28.977498447135794,111.67566674804688,30.060117080688478
119,123.29802271564522,28.97794888894721,111.54353979492187,30.064964248657226
120,123.28067101478842,28.97894287154902,111.53056591796874,30.062505889892577
121,123.26680997727182,28.978893280484566,111.5929365234375,30.06376870727539
122,123.25201531836008,28.97937288871219,111.49266662597657,30.066707962036133
123,123.24221897910583,28.980084188391267,111.4568662109375,30.058936462402343
124,123.22442327264851,28.980366399807277,111.61210034179688,30.05897463989258
125,123.21169539492308,28.980384113405705,111.46404528808594,30.041371307373048
126,123.19713462770102,28.981586532935744,111.40662365722656,30.057570587158203
127,123.18229041740908,28.98119270478588,111.39473059082032,30.069539337158204
128,123.166567235961,28.98186712442949,111.46503833007813,30.0695535736084
129,123.15605520535308,28.98300485352597,111.39020153808593,30.067109085083008
130,123.1377708749801,28.982747569821893,111.39742309570312,30.072066986083986
131,123.12875455959593,28.983111599035432,111.32650720214843,30.065946334838866
132,123.11067465887523,28.98429265143493,111.41630029296876,30.067928649902345
133,123.1071637800828,28.983921547420138,111.29569787597656,30.06612934875488
134,123.08925961099386,28.9844796467203,111.29958337402344,30.071816864013673
135,123.07916203251591,28.98484718461459,111.43846423339843,30.06494680786133
136,123.06298809428628,28.985824237211453,111.34507946777343,30.030108459472658
137,123.04854315374453,28.986762235788454,111.23483239746093,30.071410522460937
138,123.0332190387691,28.986579833102976,111.23062915039063,30.074537475585938
139,123.02652666026891,28.9868661522576,111.23965637207031,30.054854553222658
140,123.01150817634354,28.987284871318504,111.22177709960937,30.076780670166016
141,122.99722560286621,28.987783890841907,111.18688513183594,30.076497436523436
142,122.99131501452727,28.987492177814307,111.24561328125,30.075543212890626
143,122.98231080276763,28.98838233135858,111.20298559570313,30.076984817504883
144,122.96349271677244,28.98863871294753,111.12545751953125,30.070284332275392
145,122.95775027604586,28.988751108342786,111.16545935058593,30.078647003173828
146,122.94026146567882,28.98978931135478,111.10835229492187,30.078820098876953
147,122.92651474630937,28.99044191778031,111.12224560546875,30.080711837768554
148,122.92556590945158,28.989323176655503,111.12088354492188,30.079341049194337
149,122.90610193657069,28.991118743443643,111.18463793945313,30.07724639892578
150,122.89689727648444,28.99075172713564,111.07880163574218,30.061286285400392
151,122.8825034022298,28.991617652488483,111.01575085449218,30.07385174560547
152,122.87426732742365,28.99235637209678,111.02232751464844,30.072096862792968
153,122.86140704675682,28.99221379602231,111.04614501953125,30.08213607788086
154,122.85421928079182,28.992173889132232,111.01756958007813,30.07979554748535
155,122.84057209691574,28.992835565422773,111.00560876464844,30.06882345581055
156,122.83035520310855,28.993526836689217,111.18890551757812,30.074037872314452
157,122.82466261856462,28.99321165963887,111.00941198730469,30.083944595336913
158,122.81044632676118,28.994046265685235,110.96472595214844,30.076990097045897
159,122.80285322686561,28.993524024873235,110.95239477539063,30.078105987548827
160,122.79013528629226,28.995055293327404,110.9459619140625,30.075675186157227
161,122.78349146797619,28.994251931240534,111.05117456054687,30.080440628051758
162,122.77143257937227,28.995261847643274,110.90852014160156,30.083298446655274
163,122.76535443587743,28.995027801541596,110.89760412597656,30.0821162109375
164,122.75548223761133,28.9950602415681,110.91989514160156,30.088146270751952
165,122.74326941078952,28.995840897654777,110.90744763183594,30.06978939819336
166,122.7375271676496,28.995785866507568,110.86815856933593,30.08206637573242
167,122.72314630983344,28.99678425322798,110.85878930664063,30.083600601196288
